City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
671,Gambela,ET,75.04,scattered clouds,8.25,34.5833,Solomon Debebe Hotel
672,Yenagoa,NG,77.72,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
673,Tam Ky,VN,76.98,overcast clouds,15.5667,108.4833,Khách Sạn Đông Á
677,Tahta,EG,76.53,clear sky,26.7693,31.5021,مصطفي عساف
681,Shahpur,IN,73.18,overcast clouds,16.7,76.8333,Sai Deluxe Shahapur
682,Le Port,RE,75.2,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
685,Port Shepstone,ZA,69.78,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
688,Danville,US,64.65,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
690,Umm Lajj,SA,79.21,clear sky,25.0213,37.2685,Moon light Furnished Units
691,Karaton,ID,75.36,light rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
694,Jibuti,DJ,78.22,few clouds,11.5,42.5,Orchid Main Camp Goubet
695,Acarau,BR,84.81,broken clouds,-2.8856,-40.12,castelo pizzaria
696,Quatre Cocos,MU,76.08,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
697,Sur,OM,76.28,clear sky,22.5667,59.5289,Sur Plaza Hotel
698,Taranto,IT,62.85,few clouds,40.6167,17.25,Masseria Quis Ut Deus - riapriamo a maggio 2022
